"","screen_name","text","lang","name","location","description","account_lang","place_name","place_full_name","place_type","country","country_code","user_id","status_id","created_at","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","ext_media_type","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","status_url","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","profile_banner_url","profile_background_url","profile_image_url"
"81","sheykhpinok","@Bertrand_Gholi چه نایسه :))","fa","شیخ پنوکیو ربات","New York, NY","🇹🇷","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","hanibozorg","@john_shelby21 صحیح 😁","ur","hani","New York, NY","‏‏‏‏‏‏‏تاریخ را چشمان‌ من میسازد؛اندکی برده آزادی ام;اندکی هم مینویسم.اندکی شعر میگم.اندکی عاشق ویالون هستم.واین تمام تعریف من است","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Milinsworld","เมื่อบอกช่างว่า เอากลมๆไม่สั้นมากนะคะ #อวสารสก็อตทิชโฟลด์ #แม่ผิดไปแล้ว https://t.co/ZnaU6EvP55","th","Ava","New York, NY","บ้านเล็กในป่าใหญ่","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","MonkTamony","Electric

#nyc #losangeles #band https://t.co/iKW0At24SA","ca","MonkTamony","New York, NY","Q Magazine track of the day https://t.co/fBIeYcpYOG Limited edition white vinyl of debut EP now available at @roughtradenyc","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Donutella92","@VPetsopoulos Ποιος περιπτεράς δίνει τζαμπε τσιχλες? 😨","el","joan","New york","Ciao adios i'm done","el",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","X_JR__","@Denzel_Success @Marcusgotfans Man listen https://t.co/RSiJfKxLW5","eu","MJD 🕊","New York, USA","IG: Same as Twitter 



... Harlem is my heart🏙
|BCU| Progressive Black Men Inc.🔋|
ΦΒΣ🤘🏾","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","mrolamideraheem","@benkelly_10 Zaha","cs","RAHEEM","Staten Island, NY","chelsea fan from New York","en","Staten Island","Staten Island, NY","city","United States","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","gemmachanstan","@doncheadlefan1 gjfsdngodsngfdsoa im dying PLEASE DO","ro","haley","New York, NY","Florida girl in NYC. Known lover of turtles, nachos, and crying too hard at movies. I love Gemma Chan.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","bedini_i","@revrrlewis I mean like it's like worse than like that WholeFoodsCost thing that Germany had.","en","I. M. Bedini","New York, NY","“Oh cara mia, you make a big mistake. I am no man, I am Bedini!”","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","stainedstains","All settled in for the next fourteen hours as we make our way from Hà Nội to Đà Nẵng on our overnight train. 🚂🚂🚂 https://t.co/aiLZYAOCT1","vi","hentaichrist","nyc","fuck ur masculinity #blacklivesmatter #translivesmatter #muslimlivesmatter","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","NayebAli","শ্রীলঙ্কায় সন্ত্রাসী হামলায় প্রায় ৩৫০জন নিহত। মুসলমানেরা চুপ কেন? https://t.co/DXsRa7SdwY","bn","Abu Saleh Nayeb Ali","Brooklyn, New York","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","RVMarkov","Бившият зам.-министър на икономиката Александър Манолев е обвинен в престъпление https://t.co/Qt1cBlFOrT","bg","R V Markov","nyc","БТР (БЪЛГАРИЯ НА ТРУДА И РАЗУМА)","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ortographia","Па добро, 7км не е лошо за од сабајле

#идемена20чезаденес","sr","Марко","world citizen","multipotentialite.","en","Brooklyn","Brooklyn, NY","city","United States","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","patelkush588","@aditiraval 
સમજણ પણ છે અને શક્તિ પણ છે
તુ અને તારી વાતો કરવાર વ્યક્તિ નથી. 

#TuAneTariVaato","gu","Kush Patel","New York, USA","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","weslata","@chapizy_tamrat @AbaaBoraa በጣም.. እንዲህ የሚያስቀና ባሕል ይዘህ ወጣቱን ይሄን ከማስተማር ይልቅ የሗላ ታሪክ ላይ ሙጭጭ ማለት አግባብ አይደለም","am","G Y","NYC","Muslim.Abyssinian. Socialist. Anti-Capitalist. Anti-Fascist","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2PdoMato","@cariellogabi Brota ..","is","2P🎈","Brooklyn, NY","Saudades Riquinho ❤😇","pt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","widhyarthi","قومپرست ...

ڌرتي  جي مڪمل آزاد حيثيت  جي گهر ڪندڙ ،پنهنجي مٽي ماء کي  سڀ کان مٿاهون رتبو  ڏيندڙ ، پنهنجي تاريخ تي فخر ڪندڙ ، پنهنجي ريتن رسمن / ثقافت کي اول ۽ آخر سڏيندڙ ، پنهنجي قوم جي ڏک سک ۾ انهن سان  گڏ بيهندڙ ، ڌرتي جي دشمنن ،  قوم کي غلام بڻائيندڙن کي پنهنجو دشمن سمجهندڙ. https://t.co/bxqC4cNCd3","sd","Zafar Widhyarthi","New York, NY","Organizer @jsmm_sindh USA Chapter, Writer.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","kengtung","Myanmar Celebrity News : ခ်မ္းေျမ့ေမာင္ခ်ိဳကို မွတ္ခ်က္ေပးလိုက္တဲ့ ဂီတဂုရုၾ... https://t.co/BtBqu3Y3CR","my","keng tong","New York, USA","https://t.co/iM84ufnONX","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","HacKrisH","පූජිත් ජයසුන්දර තවමත් පොලිස්පතිය.

හේමසිරි ප්‍රනාන්දු තවමත් ආරක්ෂක
ලේකම්‍ ය

රුවන් විජේවර්ධන තවමත් ආරක්ෂක ඇමතිය.

රනිල් වික්‍රමසිංහ තවමත් අගමැතිය.

මෛත්‍රීපාල සිරිසේන තවමත් ජනාධිපතිය.

තවුහිද් ජමාත් තවමත් තහනම්... https://t.co/p2Poeodnl7","si","-HacKrisH-","USA, New York","“We are Anonymous. We are Legion. We do not forgive. We do not forget. Expect us.”","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","XuCRbgCUrOUtTGK","出售产品：四件套（身份证    银行卡    手机号    网银U盾)
qq2379663727    微信langzhu147
 #加拿大 #加拿大居民 #地震 #大地 #大地震 #手机 #温哥华 #警报 #警报系统 https://t.co/NCrVe0wMpZ","zh","部分","New York, NY","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Golffpyy_74","ຂ້ອຍມັນບໍ່ແມ່ນ ແມງໄມ້  ເລີຍບໍ່ມີສິດເຂົ້າຕາເຈົ້າ 🤧","lo","GolFpy_SeVenFouR","New York, USA","เพ้อเจ้อไปเรื่อย","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Yacinn_","@xaalxaalokaa 😂😂 
ئاخر درووسەکەی ئۆڤێردۆزە نە ئۆوێردۆز 😁","ckb","*Yasîn","Manhattan, NY","‏‏‏‏‏‏‏‏‎‎‎‎‎‎‎آقا ما خسته‌ایم","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","afrotcha","@vitalis_zvombo Zvikomana zvemazuva ano mtukudzi","lv","Africa Teacher 🤑👩‍🏫","Jamaica","there are no permanent friends and enemies in life. So be the best of yourself all the time(s)","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","javellanaveyan","may gusto na naman manligaw wewz","tl","angela","fairview","gig is lyf","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ismailbegekokko","އަންދާސާކޮށްފައިވާ ފައިދާ އަދި އަތުން ހަރަދުވިވަރު މަސައްކަތް ނެގި ފަރާތަށް ދޭން ޖެހޭނެކަން."" މިގޮތަށް އެގްރިމެންޓް ކުރަނީ މަސައްކަތުގެ ފައިދާ ލިބޭހިސާބުން މަސައްކަތް ހުއްޓުވާލަފާނެތީވެ. 2/2","dv","RS","New York, NY","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","tupakidotcom","@actor_Nikhil #HeroNikhil #arjunsuravaram #LavanyaTripathi 
మీ సపోర్ట్ కావాలి అంటున్న హీరో నిఖిల్ 

Read Here : https://t.co/hZRX9xflop https://t.co/XyARHSbkTE","te","tupaki","New York, USA","24x7 365 Days Live Telugu Political and Movie News and Stories","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","shoobaaa","სიცოცხლის მონაწილე რომ ხდები, მაგაზე მაგარი არაფერია ! ❤🌞 https://t.co/ccdD0QvWy7","ka","Shooba","New York","Singer/songwriter","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Khempun5","जिन्दगीमा कती आए कती गए नसोध ! बस्न मन छ बस नत्र जाउ ।","ne","Khem pun","New York, NY","Singer, music composer","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","TibetHero1959","ཀུན་གཟིགས་པཎ་ཆེན་དགེ་འདུན་ཆོས་ཀྱི་ཉི་མ་མཆོག་དགུང་གྲངས་སུམ་ཅུར་བཞེས་པའི་རི་མོའི་སྐུ་པར་ཞལ་ཕྱེ། https://t.co/YQaznCZOJG","bo","ལྷག་བསམ་རྣམ་དག།","New York, NY","stanislav","zh-cn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","lightandlife777","ଯିଶାଇୟ
ଭବିଷ୍ୟ‌ଦ୍‌ବକ୍ତାଙ୍କର
ପୁସ୍ତକ
41:10  Oriya Bible: 

10 ତୁମ୍ଭେ ଭୟ କର ନାହିଁ, କାରଣ ଆମ୍ଭେ ତୁମ୍ଭ ସଙ୍ଗରେ ଅଛୁ।
    ନିରାଶ ହୁଅ ନାହିଁ, କାରଣ ଆମ୍ଭେ ତୁମ୍ଭର ପରମେଶ୍ୱର।
ଆମ୍ଭେ
ତୁମ୍ଭକୁ
ସବଳ
କରିବା,
ଆମ୍ଭେ
ତୁମ୍ଭକୁ
ସାହାଯ୍ୟ
କରିବା।
    ପୁଣି ଆମ୍ଭେ ଆପଣା ଧର୍ମସ୍ୱରୂପ
ଦକ୍ଷିଣ
ହସ୍ତରେ
ତୁମ୍ଭକୁ
ଧରି
ରଖିବା।","or","Roberto L Quiroga","P.O.Box.541.Bronx NY. 10463   ","Born again 32 years ago, JESUS changed my life completely. I believe everybody has the same opportunity to be washed by the blood of the lamb if you repent.","en","Bronx","Bronx, NY","city","United States","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","mbyala","ਸਾਈਂਆਂ ਕੀਤੇ, ਵੱਧਾਈਆਂ ਕੀਤੇ ਅਤੇ ਕੁੜਮਾਈਆਂ ਕੀਤੇ| 

ਮਾਨਸਾ ਤੋਂ ‘ਆਪ’ ਵਿਧਾਇਕ ਨੇ ਨਾਜਰ ਸਿੰਘ ਮਾਨਸ਼ਾਹੀਆ ਕਾਂਗਰਸ ’ਚ ਸ਼ਾਮਿਲ ਦਿੱਤਾ ਵਿਧਾਨ-ਸਭਾ ਤੋਂ ਅਸਤੀਫ਼ਾ |","pa","Munish Byalaa ਮੁਨੀਸ਼ ਬਿਆਲਾ","New York USA","Assi V. President GARV TV Network, CEO Radio 5aab Now, Former TV Host @JusPunjabiTV @HTMedia, Reuters & PTI. Tweets are my voice, RT's not endorsement.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","jnyce","@adriana72594970 @STAYONTARGET85 @DisneyFoodBlog Lmao","ht","John Rios","Bayonne, NJ","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","haroonlughmani","علی اکبره تا خو وے چه وفادار دے
په زړګی زخمونه واهیه څنګه دی
علی اکبر خان ایډووکیټ شین باغ","ps","Haroon Lughmani","New York, NY","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","LuLuRoche","@questar1959_ron @HaikuDiva @catstarkwriter @_HEX_13 @carolyn_from @TinaMarie_80s @ivery5000 gorgeous! hi Ron!☺️","cy","LuLu boom boom Roche","NYC","human being, actress, retired fashion stylist and set designer, decorator of historic properties, god mom","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","NitaTere","Ahhhhhhhh! Ahhhhhhh!: estoy viendo Avengers End Game","fr","Nita Tere","La Paz - Bolivia","😊","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","emiliowilde","My Tweeted Times https://t.co/WN28nBSyRI - top stories by @CNNSitRoom","en","Emilio Ibañez Wilde","La Paz, BOLIVIA","I'm Mechanical Engineer but actually work as IT Engineer at my own Company.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Gerilalala","خليجية بيضة تتناك وهي علي السرير وتقول نيكني بشويش: https://t.co/XwURpWGTV2

ممحونه
سحاقيات
نيج
خلفي
افلام سكس
ouL0
25 إبريل 2019","ar","Geraldine Rodriguez","La Paz-Bolivia","blaaah blah!!","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Aaaaaa00010","@o_n_g_alu うんうんうんうんうん🙃また、見たいな…","ja","사랑","PASTA","そんうおん。","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","NormaPierola","@LetteLop Ahora que dicen @Pol_Boliviana","es","Norma Pierola Valdez","La Paz, Bolivia","Diputada Nacional de #Bolivia por #Cochabamba. Defensora de la #Democracia contra el régimen ultraizquierdista socialista nazifascista de #EvoMorales","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","mchlnhd","Leggo abm","de","Michelin","pasta","✨leave a little sparkle wherever you go","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","mariocrespob","@CoronelPakez ¡Oh coronel, mi coronel!","it","Mario Crespo","La Paz, Bolivia","Si pudo verlos, coronel, no eran apaches. Diplomático. Escribo en @MilenioWeb_","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
